received_at|slot|value|simulation_duration|total_duration
2023-03-1322:24:11.897669|5993519|33934102761946164|161936|214313
2023-03-1322:24:11.9985|5993519|33934102761946164|188928|341653
2023-03-1322:24:11.753326|5993519|33934102761946164|192907|236527
2023-03-1322:24:11.874582|5993519|33934102761946164|162422|0
2023-03-1322:24:12.010371|5993519|33934102761946164|195334|232528
2023-03-1322:24:11.635461|5993519|33934102761946164|157296|203594
2023-03-1322:24:24.218948|5993520|43966742282977751|117343|139626
2023-03-1322:25:11.89359|5993524|45438169443196752|146898|171846
2023-03-1322:26:59.528557|5993533|34353935595081753|115133|207365
2023-03-1322:26:59.536977|5993533|34353935595081753|120282|216521
2023-03-1322:28:00.006145|5993538|280092016088081725|344226|541805
2023-03-1322:26:35.442271|5993531|697025048151484974|240650|558189
2023-03-1322:25:35.947345|5993526|438647708206220073|194648|220318
2023-03-1322:25:59.628698|5993528|63166575202276424|163752|400520
2023-03-1322:25:59.622739|5993528|63166575202276424|136077|415811
2023-03-1322:28:36.74002|5993541|89650644804574896|137692|160370
2023-03-1322:28:12.513468|5993539|63244412224835216|113223|238113
2023-03-1322:28:12.314237|5993539|63244412224835216|103744|125296
2023-03-1322:28:12.477221|5993539|63244412224835216|100426|121485
2023-03-1322:28:12.557587|5993539|63244412224835216|131365|150300
2023-03-1322:28:12.324576|5993539|63244412224835216|120205|144679
2023-03-1322:28:12.427053|5993539|63244412224835216|144080|0
2023-03-1322:28:12.344035|5993539|63244412224835216|115514|266763
2023-03-1322:28:12.395065|5993539|63244412224835216|101222|121063
2023-03-1322:28:12.543896|5993539|63244412224835216|135496|158835
2023-03-1322:28:12.407545|5993539|63244412224835216|117958|292064
2023-03-1322:28:12.641338|5993539|63244412224835216|117297|211258
2023-03-1322:28:12.846221|5993539|63244412224835216|156974|287583
2023-03-1322:26:48.156784|5993532|128042219438591167|121130|167016
2023-03-1322:26:48.238044|5993532|128042219438591167|111162|168173
2023-03-1322:26:48.218797|5993532|128042219438591167|122751|243092
2023-03-1322:26:48.33036|5993532|128042219438591167|154056|231869
2023-03-1322:26:48.072061|5993532|128042219438591167|114935|170599
2023-03-1322:29:11.465451|5993544|111257232328393023|219215|243892
2023-03-1322:28:36.626634|5993541|89650644804574896|136623|161549
2023-03-1322:28:36.642857|5993541|89650644804574896|141710|173951
2023-03-1322:28:47.470091|5993542|137440593216111128|103035|120162
2023-03-1322:29:47.959943|5993547|101741484738622992|245366|362331
2023-03-1322:29:47.029235|5993547|101741484738622992|218963|266472
2023-03-1322:29:47.089275|5993547|101741484738622992|259020|413287
2023-03-1322:29:47.284128|5993547|101741484738622992|226382|258527
2023-03-1322:29:47.674122|5993547|101741484738622992|228274|478840
2023-03-1322:29:48.183504|5993547|101741484738622992|246403|277048
2023-03-1322:29:47.30279|5993547|101741484738622992|182986|483565
2023-03-1322:29:46.834982|5993547|101741484738622992|194139|493473
2023-03-1322:29:47.197958|5993547|101741484738622992|219135|262959
2023-03-1322:29:47.560037|5993547|101741484738622992|215916|262830
2023-03-1322:29:47.622477|5993547|101741484738622992|268546|301684
2023-03-1322:29:47.808398|5993547|101741484738622992|196370|0
2023-03-1322:29:47.366973|5993547|101741484738622992|216747|258157
2023-03-1322:29:47.036749|5993547|101741484738622992|231257|0
2023-03-1322:29:48.01534|5993547|101741484738622992|260153|0
2023-03-1322:29:47.467232|5993547|101741484738622992|184927|448290
2023-03-1322:29:47.822118|5993547|101741484738622992|292489|337645
2023-03-1322:29:47.629725|5993547|101741484738622992|184027|470106
2023-03-1322:30:23.461553|5993550|59645996619460399|209212|228438
2023-03-1322:29:48.016477|5993547|101741484738622992|247026|280950
2023-03-1322:29:48.421791|5993547|101741484738622992|218609|252666
2023-03-1322:29:48.350621|5993547|101741484738622992|279341|311567
2023-03-1322:29:48.168858|5993547|101741484738622992|214741|0
2023-03-1322:29:48.318199|5993547|101741484738622992|241445|386330
2023-03-1322:30:11.695474|5993549|4400076536095053694|222671|260846
2023-03-1322:29:25.394806|5993545|55488670328644743|194102|237933
2023-03-1322:30:36.942832|5993551|173938806499621304|125187|140207
2023-03-1322:30:46.577174|5993552|54932832925665159|89945|106179
2023-03-1322:31:37.634868|5993556|210180227188411193|106461|120745
2023-03-1322:30:59.687145|5993553|69913373043781511|85663|210030
2023-03-1322:30:59.659955|5993553|69913373043781511|109597|0
2023-03-1322:30:59.75253|5993553|69913373043781511|93725|115666
2023-03-1322:30:59.645086|5993553|69913373043781511|126458|256671
2023-03-1322:30:59.799923|5993553|69913373043781511|145638|162647
2023-03-1322:30:59.569565|5993553|69913373043781511|103176|121839
2023-03-1322:30:59.65722|5993553|69913373043781511|79912|98190
2023-03-1322:30:59.578971|5993553|69913373043781511|125978|146266
2023-03-1322:31:13.783905|5993554|83812304811651062|117862|134657
2023-03-1322:31:59.473989|5993558|42064065054027427|162968|187691
2023-03-1322:31:21.679838|5993555|72154602495688348|64991|77012
2023-03-1322:32:35.451166|5993561|67601804979035060|108315|122088
2023-03-1322:34:24.349709|5993570|66048510494627054|158862|218780
2023-03-1322:33:23.546677|5993565|46981707593295373|96227|111464
2023-03-1322:33:23.771062|5993565|46981707593295373|97259|111947
2023-03-1322:33:23.308389|5993565|46981707593295373|221607|236298
2023-03-1322:33:24.005209|5993565|46981707593295373|91984|105090
2023-03-1322:33:36.543836|5993566|58537430884626987|117558|131969
2023-03-1322:34:01.425402|5993568|153252966981522146|150007|221119
2023-03-1322:35:00.554128|5993573|34496886390232050|106692|129972
2023-03-1322:35:11.498676|5993574|71055627753853552|190558|219138
2023-03-1322:35:11.716641|5993574|71055627753853552|173159|0
2023-03-1322:35:12.116621|5993574|71055627753853552|174444|228750
2023-03-1322:35:11.275612|5993574|71055627753853552|208747|234379
2023-03-1322:35:11.452534|5993574|71055627753853552|216277|333460
2023-03-1322:35:09.999569|5993574|71055627753853552|169661|269916
2023-03-1322:35:10.092864|5993574|71055627753853552|171965|199836
2023-03-1322:35:10.595365|5993574|71055627753853552|156134|267414
2023-03-1322:35:10.679616|5993574|71055627753853552|135869|169497
2023-03-1322:35:10.909951|5993574|71055627753853552|164900|302471
2023-03-1322:35:10.2734|5993574|71055627753853552|211517|330391
2023-03-1322:35:10.454395|5993574|71055627753853552|172661|288174
2023-03-1322:35:10.197612|5993574|71055627753853552|176154|203528
2023-03-1322:35:09.769675|5993574|71055627753853552|158631|184270
2023-03-1322:35:09.758695|5993574|71055627753853552|178563|0
2023-03-1322:35:09.830483|5993574|71055627753853552|155596|354766
2023-03-1322:35:10.295872|5993574|71055627753853552|146558|179964
2023-03-1322:35:09.921519|5993574|71055627753853552|134430|299155
2023-03-1322:35:10.153507|5993574|71055627753853552|222598|343664
2023-03-1322:35:09.894092|5993574|71055627753853552|184660|0
2023-03-1322:35:10.437895|5993574|71055627753853552|169671|199143
2023-03-1322:35:11.059027|5993574|71055627753853552|139305|165795
2023-03-1322:35:09.896426|5993574|71055627753853552|145833|168832
2023-03-1322:35:09.891637|5993574|71055627753853552|147605|263288
2023-03-1322:35:09.992644|5993574|71055627753853552|176332|200396
2023-03-1322:35:09.966295|5993574|71055627753853552|166796|0
2023-03-1322:35:10.146073|5993574|71055627753853552|182103|203754
2023-03-1322:35:11.314615|5993574|71055627753853552|201212|339732
2023-03-1322:35:11.377211|5993574|71055627753853552|187478|313140
2023-03-1322:35:10.273933|5993574|71055627753853552|188736|360320
2023-03-1322:35:11.170712|5993574|71055627753853552|157238|197219
2023-03-1322:35:10.431566|5993574|71055627753853552|174135|204615
2023-03-1322:35:10.376054|5993574|71055627753853552|180752|352652
2023-03-1322:35:10.489488|5993574|71055627753853552|182176|355126
2023-03-1322:35:10.848602|5993574|71055627753853552|159827|302586
2023-03-1322:35:11.062734|5993574|71055627753853552|137214|160826
2023-03-1322:35:11.685437|5993574|71055627753853552|167426|292222
2023-03-1322:35:10.749084|5993574|71055627753853552|213977|238516
2023-03-1322:35:12.204415|5993574|71055627753853552|141681|253021
2023-03-1322:35:10.239987|5993574|71055627753853552|254162|0
2023-03-1322:35:10.513346|5993574|71055627753853552|142133|325379
2023-03-1322:35:10.985348|5993574|71055627753853552|157660|262274
2023-03-1322:35:12.552256|5993574|71055627753853552|154662|178637
2023-03-1322:35:10.941548|5993574|71055627753853552|147899|193643
2023-03-1322:35:11.022324|5993574|71055627753853552|174337|382999
2023-03-1322:35:11.403412|5993574|71055627753853552|257388|317461
2023-03-1322:35:10.834545|5993574|71055627753853552|141003|268986
2023-03-1322:35:10.623446|5993574|71055627753853552|190992|353072
2023-03-1322:35:10.738386|5993574|71055627753853552|183007|333692
2023-03-1322:35:11.145051|5993574|71055627753853552|195133|363108
2023-03-1322:35:10.835644|5993574|71055627753853552|210434|240787
2023-03-1322:35:10.768937|5993574|71055627753853552|163260|369243
2023-03-1322:35:11.742728|5993574|71055627753853552|191737|215234
2023-03-1322:35:11.853196|5993574|71055627753853552|175922|203727
2023-03-1322:35:11.91911|5993574|71055627753853552|128959|283277
2023-03-1322:35:11.822838|5993574|71055627753853552|155904|189343
2023-03-1322:35:12.329573|5993574|71055627753853552|138965|250038
2023-03-1322:35:11.103542|5993574|71055627753853552|150363|329841
2023-03-1322:35:11.333258|5993574|71055627753853552|173645|343166
2023-03-1322:35:11.395146|5993574|71055627753853552|183228|248003
2023-03-1322:35:11.311059|5993574|71055627753853552|207410|0
2023-03-1322:35:11.828112|5993574|71055627753853552|165420|317450
2023-03-1322:35:11.558992|5993574|71055627753853552|217673|380268
2023-03-1322:35:12.08339|5993574|71055627753853552|200215|0
2023-03-1322:34:36.394782|5993571|54998823278689714|115743|138673
2023-03-1322:36:11.430998|5993579|161227333643914784|125102|177567
2023-03-1322:35:25.038857|5993575|78747594769055360|189191|412344
2023-03-1322:35:24.929447|5993575|78747594769055360|163030|483894
2023-03-1322:35:24.98615|5993575|78747594769055360|208615|471608
2023-03-1322:35:11.636956|5993574|71055627753853552|215680|268240
2023-03-1322:35:12.358506|5993574|71055627753853552|189023|220070
2023-03-1322:35:11.427725|5993574|71055627753853552|248053|425240
2023-03-1322:35:11.798984|5993574|71055627753853552|158652|0
2023-03-1322:35:11.889287|5993574|71055627753853552|182644|0
2023-03-1322:35:12.068352|5993574|71055627753853552|179810|338771
2023-03-1322:35:12.292981|5993574|71055627753853552|136479|168387
2023-03-1322:35:11.569699|5993574|71055627753853552|198158|361413
2023-03-1322:35:12.183914|5993574|71055627753853552|168398|337603
2023-03-1322:35:11.965731|5993574|71055627753853552|188179|209740
2023-03-1322:35:12.094553|5993574|71055627753853552|157659|181709
2023-03-1322:35:12.289872|5993574|71055627753853552|183939|294891
2023-03-1322:35:12.667265|5993574|71055627753853552|206509|227940
2023-03-1322:35:12.710397|5993574|71055627753853552|195942|348812
2023-03-1322:35:12.401435|5993574|71055627753853552|168274|340008
2023-03-1322:35:12.325309|5993574|71055627753853552|191388|360090
2023-03-1322:35:12.43688|5993574|71055627753853552|184110|206778
2023-03-1322:35:12.449107|5993574|71055627753853552|180848|282288
2023-03-1322:35:12.662651|5993574|71055627753853552|216572|0
2023-03-1322:35:12.57744|5993574|71055627753853552|222622|0
2023-03-1322:35:12.739165|5993574|71055627753853552|218695|332558
2023-03-1322:35:12.77969|5993574|71055627753853552|252322|276560
2023-03-1322:37:01.259608|5993583|78708369513883149|90329|105086
2023-03-1322:37:24.126016|5993585|64996141065045649|145434|161933
2023-03-1322:36:01.058199|5993578|212731829361404400|332158|368309
2023-03-1322:38:34.53719|5993591|381644321629649105|168393|454711
2023-03-1322:37:59.455661|5993588|38769583133588466|195004|486717
2023-03-1322:37:36.158943|5993586|53340834478069136|166366|182003
2023-03-1322:40:25.0614|5993600|35392520786804939|96404|150137
2023-03-1322:40:47.674156|5993602|39993627257332683|210361|280936
2023-03-1322:38:48.616583|5993592|53156163318232621|168537|194059
2023-03-1322:39:47.607238|5993597|191371388035056125|384507|788671
2023-03-1322:38:12.079557|5993589|64145333031212073|132595|155837
2023-03-1322:40:59.51497|5993603|25266089511004713|215254|394446
2023-03-1322:41:23.306358|5993605|89951533125153643|138751|251617
2023-03-1322:41:35.451584|5993606|99050769597032418|97611|117911
2023-03-1322:41:11.842548|5993604|32024261207760254|307828|330650
2023-03-1322:41:11.988454|5993604|32024261207760254|267998|287847
2023-03-1322:41:47.607778|5993607|42305781301552397|158861|298188
2023-03-1322:41:59.789886|5993608|64714346054635771|171793|362023
2023-03-1322:43:23.867893|5993615|31775249301701641|92490|112385
2023-03-1322:41:59.823272|5993608|64714346054635771|316966|697994
2023-03-1322:42:23.998109|5993610|32220143688434836|137983|236471
2023-03-1322:43:47.784148|5993617|11963488965792165|116861|271713
2023-03-1322:44:11.901722|5993619|81819349257385072|132078|237610
2023-03-1322:45:35.314985|5993626|96976811476618384|112229|206912
2023-03-1322:44:11.877184|5993619|81819349257385072|115128|228203
2023-03-1322:43:11.664168|5993614|58514974936735878|159235|265354
2023-03-1322:45:12.385966|5993624|62677467590114563|161965|193012
2023-03-1322:45:35.333019|5993626|96976811476618384|152567|261331
2023-03-1322:45:47.311328|5993627|287817174223559075|145261|166652
2023-03-1322:45:21.522423|5993625|29021354016021593|110966|136368
2023-03-1322:44:23.503049|5993620|69794710988907620|152516|163135
2023-03-1322:46:51.552978|5993632|37527079825071878|155381|185334
2023-03-1322:46:57.23346|5993633|8394226476189649|167481|279551
2023-03-1322:46:57.791552|5993633|8394226476189649|166146|277948
2023-03-1322:47:24.431145|5993635|60614534449463539|91426|119583
2023-03-1322:46:12.546631|5993629|57563217161548458|116720|137376
2023-03-1322:47:48.086051|5993637|17170253673150723|146435|268900
2023-03-1322:48:24.211032|5993640|47296638286022456|163155|0
2023-03-1322:47:59.397041|5993638|23665901075581687|83361|189896
2023-03-1322:48:12.133358|5993639|44635299654543037|186793|375788
2023-03-1322:48:24.150814|5993640|47296638286022456|100811|120665
2023-03-1322:48:24.077406|5993640|47296638286022456|90324|111026
2023-03-1322:48:24.249602|5993640|47296638286022456|127655|0
2023-03-1322:48:23.999395|5993640|47296638286022456|99450|119779
2023-03-1322:48:24.079592|5993640|47296638286022456|92324|214128
2023-03-1322:49:23.974068|5993645|187873033856704089|123096|139065
2023-03-1322:49:10.84044|5993644|328509813174575531|116239|134634
2023-03-1322:49:35.090085|5993646|46599602868067540|162029|181282
2023-03-1322:48:48.295042|5993642|29218380224872483|233605|250164
2023-03-1322:51:11.053113|5993654|74549973728544247|115950|136685
2023-03-1322:51:11.318834|5993654|74549973728544247|129669|144149
2023-03-1322:49:47.377581|5993647|34229471244130378|154613|262246
2023-03-1322:49:47.503262|5993647|34229471244130378|91284|209107
2023-03-1322:51:23.830811|5993655|133462206713963288|127215|154154
2023-03-1322:50:00.037152|5993648|35868597205449064|247443|901341
2023-03-1322:52:24.030058|5993660|30219726087503624|72627|204477
2023-03-1322:50:00.094499|5993648|35868597205449064|213743|0
2023-03-1322:50:00.161213|5993648|35868597205449064|232712|778171
2023-03-1322:50:00.290983|5993648|35868597205449064|274558|638225
2023-03-1322:50:01.396667|5993648|35868597205449064|144563|282834
2023-03-1322:50:00.227884|5993648|35868597205449064|180358|347024
2023-03-1322:51:59.173361|5993658|62873145917067608|112326|131992
2023-03-1322:51:58.146989|5993658|62873145917067608|113739|353657
2023-03-1322:51:58.257381|5993658|62873145917067608|202426|369820
2023-03-1322:51:59.07855|5993658|62873145917067608|139914|261466
2023-03-1322:51:59.001011|5993658|62873145917067608|101918|127141
2023-03-1322:51:58.114351|5993658|62873145917067608|206834|0
2023-03-1322:51:59.323425|5993658|62873145917067608|87049|110439
2023-03-1322:51:59.227318|5993658|62873145917067608|134005|158399
2023-03-1322:51:58.304813|5993658|62873145917067608|111791|197354
2023-03-1322:51:59.338979|5993658|62873145917067608|106210|129446
2023-03-1322:51:58.343789|5993658|62873145917067608|211134|349958
2023-03-1322:51:59.276373|5993658|62873145917067608|99486|123014
